text,label,group_id
м ээ Ктя скинь файж,0,neg_cmd_to_person__15
прибавь громкость потише пожалуйста,1,pos_cmd_media__01
"эм, вчера было холодно",0,neg_misc__30
игорь выключи свет,0,neg_cmd_to_person__06
так умеешь будильник на 7 30,1,pos_mix__20
слушай коллега объясни домашку пожалуйста,0,neg_cmd_to_person__25
"хм, так,…",0,neg_misc__10
… м Маша что нового,0,neg_smalltalk_to_person__18
"короче, ь нас автра созвон",0,neg_statement_random__24
слушай отмени будильник в 7 30 пожалуйста,1,pos_cmd_timer__25
хм так игорь что нового?,0,neg_smalltalk_to_person__14
так мм игорь сбрось ссылку,0,neg_cmd_to_person__08
хм выключи плейлист,1,pos_cmd_media__04
м проверь сообщение официально пожалуйста,1,pos_cmd_text__01
сравни погоду на завтра пожалуйста.,1,pos_mix__11
"эм, бабушка, помоги с кодом",0,neg_cmd_to_person__39
"так, исправь этот текст",1,pos_cmd_text__28
… поставь будильник на завтра утром пожалуйста,1,pos_cmd_timer__22
"хм, запусти будильник в 7 30 пожалуйста?",1,pos_cmd_timer__03
"мм, эм что нового в новостях",1,pos_q_info__17
"короче, хм саша, помоги с кодом",0,neg_cmd_to_person__01
короче я опаздываю на встречу,0,neg_statement_random__12
пауза таймер на 10 минут?,1,pos_mix__15
м шеф как дела,0,neg_smalltalk_to_person__33
хм прибавь радио,1,pos_cmd_media__27
"м эм, у меня завтра много дел если честно",0,neg_statement_random__23
так хм перефразируй описание,1,pos_cmd_text__00
так игорь ты где,0,neg_smalltalk_to_person__02
м сколько будет 17 мнжить на 23?,1,pos_q_info__00
хм короче стоп регулярку для email пожалуйста,1,pos_mix__07
… папа что нового,0,neg_smalltalk_to_person__28
"хм, слушай я сегодня очень устал",0,neg_misc__12
ну брат прибавь громкость,0,neg_cmd_to_person__06
мне надо позвонитьдругб наверное,0,neg_statement_random__35
Маша открой окно,0,neg_cmd_to_person__17
мм включи радио на 30 процентов.,1,pos_cmd_media__16
Маша как дела,0,neg_smalltalk_to_person__18
м я не уверен что это хорошая идея,0,neg_misc__02
хи стп задачу в to do,1,pos_mix__11
переведи описание официально,1,pos_cmd_text__20
слушай ээ мне надо позвонить ьругу,0,neg_misc__13
мм запусти таймер на 5 минут пожалуйста,1,pos_cmd_timer__15
хм слушай какая погода завтра пожалуйста,1,pos_q_weather__13
брат напомни мн завтра пожалуйсша,0,neg_cmd_to_person__35
зачем сколько будет 17 умножить на 23,1,pos_mix__21
вчерц было холодно.,0,neg_misc__20
… взяащ выходной,0,neg_statement_random__18
игорь напомни мне завтра,0,neg_cmd_to_person__11
хм м я опаздываю на встречу,0,neg_misc__12
"хм, мы встречаемся в семь вечера.",0,neg_statement_random__36
"… коллега, скинь файл пожалуйста",0,neg_cmd_to_person__07
короче я хочу спать наверне,0,neg_statement_random__38
э пап напомни мне завкра,0,neg_cmd_to_person__19
… ясечодня очень устал,0,neg_statement_random__11
хм оля сбрось ссылку,0,neg_cmd_to_person__18
"слушай, какая погода завтра пожалуйста.",1,pos_q_weather__20
х ээ запусти таймер ца завтра утром,1,pos_cmd_timer__22
"ну короче, переведи сообщение простыми словами пожалуйста?",1,pos_cmd_text__18
хм запусти будильник на 10 минур пожалуйста,1,pos_cmd_timer__14
мы встречаемся в семь вечеьа есличестно,0,neg_statement_random__23
хм Маша помоги с кодом,0,neg_cmd_to_person__18
исправь температуру на улице,1,pos_mix__22
хм мне пришло сообщение,0,neg_statement_random__24
ну сергей закажи пиццу,0,neg_cmd_to_person__06
"коръчекороче катя, ты где?",0,neg_smalltalk_to_person__20
ээ сократл ъисьмо простыми словами,1,pos_cmd_text__05
"аня, как дела?",0,neg_smalltalk_to_person__20
ээ можешь тмпературу на ялице?,1,pos_mix__06
эм так включи радио потише,1,pos_cmd_media__23
надо купить молоко и хлеб если честно,0,neg_statement_random__39
"маша, прибавь громкость",0,neg_cmd_to_person__34
"ээ, ээ, у меня закончился кофе.",0,neg_statement_random__00
короче исправь абзац пожалуйста,1,pos_cmd_text__15
эм м поставь громкость,1,pos_cmd_media__09
"так, окей.",0,neg_misc__01
… на завтра утром,1,pos_cmd_timer__08
"ээ, м сколько будет 17 умножить на 23 пожалуйста",1,pos_q_info__19
"так папа, поставь таймер",0,neg_cmd_to_person__18
слушай сколько сейчас времени пожалуйста,1,pos_q_info__23
ээ ээ папа что нового,0,neg_smalltalk_to_person__39
эм мм объясни регулярку для email,1,pos_mix__04
"ну ну, выключи список покупок пожалуйста",1,pos_mix__26
проверь новосди за сегздня,1,pos_mix__21
ну мм де перезвонипозже,0,neg_cmd_to_person__05
короче м отмени будильник на 7 30 пожалуйста,1,pos_mix__06
"м м папа,…",0,neg_cmd_to_person__19
можешь ошибки в коде,1,pos_mix__11
м короче удали напоминание через час пожалуйста,1,pos_mix__05
"ну, ну, надо купить молоко и хлеб.",0,neg_misc__35
что нового в кчвостях,1,pos_q_info__23
"короче Аня, перезвони позже пожалуйста",0,neg_cmd_to_person__36
"сестра, сбрось ссылку",0,neg_cmd_to_person__38
"ээ, Саш, ты скоро?",0,neg_smalltalk_to_person__13
слушай ээ исправь письмо…,1,pos_cmd_text__01
переведи абзац,1,pos_cmd_text__15
… игорь ты где,0,neg_smalltalk_to_person__06
короче брат напомни мне завтра,0,neg_cmd_to_person__02
"хм так, исправь сообщение",1,pos_cmd_text__02
хм м Дима как дела,0,neg_smalltalk_to_person__27
вкючи музыку погромче пожчлуйста!,1,pos_cmd_media__01
"мама, ты где",0,neg_smalltalk_to_person__25
"хм, сергей, объясни домашу",0,neg_cmd_to_person__37
объясни как…,1,pos_help_tech__24
выключи ромкость потише пнжалуйста,1,pos_cmd_media__16
м так в офисе…,0,neg_statement_random__23
"слушай, так, у меня завтра много дел.",0,neg_statement_random__13
м хм перефразируй абзац по дружески,1,pos_cmd_text__23
ну сократи описание,1,pos_cmd_text__09
слушай ээ как настроить aec!,1,pos_help_tech__13
ага.,0,neg_misc__23
хм перефразируй этот текст по дружески пожалуйста?,1,pos_cmd_text__26
эм я забыл ключи дома в общем,0,neg_statement_random__14
слушай сократи письмо коротко.,1,pos_cmd_text__26
слушай дед ты где,0,neg_smalltalk_to_person__07
проверь сообщение официально пожалуйста,1,pos_cmd_text__21
м сократи этоттекст п дружески?,1,pos_cmd_text__11
"ну, какой прогноз на выходные пожалуйста",1,pos_q_weather__12
мм в метро опять задержка,0,neg_statement_random__29
м ээ кажется начался дождь,0,neg_statement_random__03
"слушай, я думаю взять выходной в общем",0,neg_statement_random__10
эм коллега проверь почту,0,neg_cmd_to_person__18
Оля открой окно,0,neg_cmd_to_person__36
короче кажется начался дождь,0,neg_misc__11
эм сократи письмо пожалуйста,1,pos_cmd_text__04
слушай запусти будильник на завтра утром,1,pos_cmd_timer__27
"ну хм, саша, посмотри что там пожалуйста",0,neg_cmd_to_person__18
так м какой курс евро к доллару пожалуйста,1,pos_q_info__20
сьелай короче пожлуйста!,1,pos_dialog_control__08
поставь радио погромче,1,pos_cmd_media__18
останови таймер на завтра утром,1,pos_cmd_timer__18
короче я не уверен что это хорошая идея,0,neg_misc__31
так переведи соощение коротко,1,pos_cmd_text__16
хм повтори ещё раз,1,pos_dialog_control__03
Сергей ты скор,0,neg_smalltalk_to_person__01
м Маша выключи свет,0,neg_cmd_to_person__39
прибавь громкоспь для работы пожалуйста,1,pos_cmd_media__28
объясни музыку пожалуйста,1,pos_mix__19
"саша, закрой дверь пожалуйста",0,neg_cmd_to_person__30
сергей ты где,0,neg_smalltalk_to_person__19
хм давай подробнее!,1,pos_dialog_control__12
ну ну я думаю взять выходной.,0,neg_statement_random__05
ээ в холодильнике почти ничего нет в общем.,0,neg_statement_random__17
ваня посмотри что там,0,neg_cmd_to_person__12
"так, в метро опять задержка наверное",0,neg_statement_random__31
"катя, ты где?",0,neg_smalltalk_to_person__13
хм хм будет ли дождь завтра,1,pos_q_weather__13
останови напоминание на 10 минут!,1,pos_cmd_timer__27
ээ будет ли дождь завтра пожалуйста.,1,pos_q_weather__19
… у мент закончилсо кофе,0,neg_misc__27
хм как настроить aec пожалуйста,1,pos_help_tech__15
аня поставь таймер пожалуйста,0,neg_cmd_to_person__00
катя выключи…,0,neg_cmd_to_person__20
ээ повтори ещё раз пожалуйста.,1,pos_dialog_control__15
мм короче поставь плейлист потише,1,pos_cmd_media__01
ээ поставь будильник в 7 30,1,pos_cmd_timer__05
хм стоит ли температуру на улице пожалуйста,1,pos_mix__24
так я не уверен что это хорошая идея.,0,neg_misc__39
короче какой курс евро к доллару,1,pos_q_info__23
ээ отмена?,1,pos_dialog_control__29
у…,0,neg_statement_random__21
… закажи пиццу пожалуйста,0,neg_cmd_to_person__04
хм короче какой прогноз на выходные пожалуйста,1,pos_q_weather__14
какой курс евро к доллару!,1,pos_q_info__21
"Игорь, поставь чайник",0,neg_cmd_to_person__08
ээ сестра закажи пиццу пожалуйста,0,neg_cmd_to_person__31
"ну, пап, ты скоро",0,neg_smalltalk_to_person__26
"Саша, объясни домашку пожалуйста",0,neg_cmd_to_person__38
"саша, включи свет",0,neg_cmd_to_person__24
короче мм выключи музыку потише,1,pos_cmd_media__18
… ключи дома,0,neg_misc__07
слушай ээ мама сбрось ссылку пожалуйста,0,neg_cmd_to_person__20
слушай прибавь плейлист потише?,1,pos_cmd_media__11
эм исправь письмо коротко пожалуйста,1,pos_cmd_text__02
"ну, давай подробнее",1,pos_dialog_control__19
хм ну ваня включи свет,0,neg_cmd_to_person__07
какой как сделать запрос…,1,pos_mix__26
ээ будет ли додь завтра,1,pos_q_weather__14
останови таймер на 1 час пожалуйста,1,pos_cmd_timer__02
проверь сообщение…,1,pos_cmd_text__00
слушай хм маша ты где,0,neg_smalltalk_to_person__32
эм останови будильник на…,1,pos_cmd_timer__24
короч короче мне надо позвонить другу в бщем,0,neg_statement_random__04
мм так помоги разобраться с ошибкой в python,1,pos_help_tech__14
ну ваня как дела?,0,neg_smalltalk_to_person__18
так слушай ладно,0,neg_misc__20
какая пода сейчас?,1,pos_q_weather__08
короче мм подскажи пример…,1,pos_mix__00
м пап что нового,0,neg_smalltalk_to_person__04
слушй хм я люблю эту песню,0,neg_statement_random__26
эв мм аня ты где,0,neg_smalltalk_to_person__32
ээ эм Надя закрой дверь,0,neg_cmd_to_person__35
эм так сколько как работает echo cancellation,1,pos_mix__10
хм мм у меня болитголова есличестно,0,neg_statement_random__11
хм так перефразируй заметку про идеи,1,pos_mix__13
лъна ты где,0,neg_smalltalk_to_person__39
короче ээ сколько будет 17 умножить на 23.,1,pos_q_info__20
Оля как…,0,neg_smalltalk_to_person__07
… что нового в новостях,1,pos_q_info__15
слушай сколько будет 17 множить на 23 пожалуйста,1,pos_q_info__11
офисе егодня шумно,0,neg_statement_random__25
… я опаздываю на встречу.,0,neg_statement_random__14
какие почему код падает пожалуйста,1,pos_mix__28
корояе объяни как работает vad,1,pos_help_tech__12
удали пример на python,1,pos_mix__12
убавь музыку погромче!,1,pos_cmd_media__08
эм мне пришло сообщение,0,neg_misc__36
я не увзен что это хорошая идея.,0,neg_statement_random__13
"эм, коллега, проверь почту",0,neg_cmd_to_person__22
исптавь абзац?,1,pos_cmd_text__25
м м продолжай,1,pos_dialog_control__19
мм мм какой сегодня день недели,1,pos_q_info__14
эм эм помоги разобраться с ошибкой в python,1,pos_help_tech__25
пап закрой дверь пожалуйста,0,neg_cmd_to_person__12
короче я забыл ключи…,0,neg_statement_random__29
… получится ли задачу в to do пожалуйста!,1,pos_mix__26
короче эм я люблю эту песню,0,neg_misc__26
"м, окей",0,neg_misc__27
убавь громкость погромче пожалуйста?,1,pos_cmd_media__05
"мм, дед, открой окно",0,neg_cmd_to_person__01
короче объясни как работает vad пёжалейста,1,pos_help_tech__09
мм вчера было холодно наверное,0,neg_statement_random__26
так включи трек,1,pos_cmd_media__18
мм эм поставь громкость пожалуйста,1,pos_cmd_media__23
эм кажется начался дождь,0,neg_statement_random__11
хм м сегодня был сложный день,0,neg_statement_random__27
короче мам ты скоро,0,neg_smalltalk_to_person__39
хм мне…,0,neg_misc__06
"петя, ты где?",0,neg_smalltalk_to_person__11
выключи трек погромче,1,pos_cmd_media__16
хм ваня как дела,0,neg_smalltalk_to_person__36
"хм, повтори ещё раз пожалуйста",1,pos_dialog_control__21
эм я думаю взять выходной,0,neg_statement_random__14
… какая температура на улице пожалуйста.,1,pos_q_weather__27
так слушай убавь громкость для работы пожалуйста,1,pos_cmd_media__02
Ваня постаь таймер,0,neg_cmd_to_person__30
пауза температуру на улице,1,pos_mix__24
ээ где что такое vad,1,pos_mix__12
"короче, мбжешь перевой на английский пожалуйста",1,pos_mix__14
м так где что за песня играет пожалуйста,1,pos_mix__11
хм эм Саша прибавь громкость,0,neg_cmd_to_person__10
"слушай, м сократи письмо коротко?",1,pos_cmd_text__02
так Оля открой окно,0,neg_cmd_to_person__17
ээ проверь сообщение простыми словами,1,pos_cmd_text__20
мм я люблю эу песню…,0,neg_statement_random__28
выключи громкость погромче пожалуйста?,1,pos_cmd_media__02
так Аня закрой дверь,0,neg_cmd_to_person__32
эм короче в холодильнике почти ничего нет.,0,neg_statement_random__30
так исправь сообщение официально,1,pos_cmd_text__09
мм поставь будильник в 7 30 пожалуйста,1,pos_cmd_timer__07
эм продолжай?,1,pos_dialog_control__03
останови будильник на 1 час?,1,pos_cmd_timer__05
"мам, ты скоро?",0,neg_smalltalk_to_person__37
"мм ну Петя, ты где?",0,neg_smalltalk_to_person__08
так мм аня поставь чайник пожалуйста,0,neg_cmd_to_person__06
выключ трек погромче!,1,pos_cmd_media__12
так ээ сократи письмо,1,pos_cmd_text__04
эм эм какая погода завтра,1,pos_q_weather__02
"хм, так сколько будет 17 умножить на 23",1,pos_q_info__07
"ну мам, скинь файл пожалуйста",0,neg_cmd_to_person__26
ну ээ сестра помоги с кодом пожалуйста,0,neg_cmd_to_person__22
м ваня ты где,0,neg_smalltalk_to_person__25
хм выключи музыку погромче.,1,pos_cmd_media__29
мм бабушка ты где,0,neg_smalltalk_to_person__10
эм хм бабушка что нового,0,neg_smalltalk_to_person__04
Игорь выключи свет пожалуйста,0,neg_cmd_to_person__34
ну что сколько будет 17 умножить на 23?,1,pos_mix__23
"ээ, включи погоду на завтра пожалуйста!",1,pos_mix__20
"эм ээ, Оля, как…",0,neg_smalltalk_to_person__03
хм как настроить aec?,1,pos_help_tech__10
"мама, объясни домашку",0,neg_cmd_to_person__02
слушай мы встречаемся в семь вечера,0,neg_misc__26
продолжай пожалуйста,1,pos_dialog_control__08
включи температуру на улице,1,pos_mix__26
м пап…,0,neg_cmd_to_person__27
ээ эм пауза.,1,pos_dialog_control__07
эм Игорь что нового,0,neg_smalltalk_to_person__06
эм эм будет ли дождь завтра,1,pos_q_weather__05
короче м помоги разобраться с ошибкой в python?,1,pos_help_tech__20
папа проверь почту,0,neg_cmd_to_person__06
эм в метро пять адержка кажется.,0,neg_statement_random__16
шеф напомни мне завтра,0,neg_cmd_to_person__10
ну я мнэ нравится этот фильм кажется,0,neg_statement_random__14
мм пауза,1,pos_dialog_control__18
останови таймер в 7 30.,1,pos_cmd_timer__19
запусти напоминание в 7 30 пожалуйста,1,pos_cmd_timer__04
так шеф убавь громкость,0,neg_cmd_to_person__06
хм будет ли дождь завтра,1,pos_q_weather__00
надо купить молоко и хлеб…,0,neg_statement_random__07
так ну петя ты где,0,neg_smalltalk_to_person__12
скажи таймер на 10 минут пожалуйста.,1,pos_mix__29
слушай хм мама объясни домашку,0,neg_cmd_to_person__18
"мм, ээ исправь сообщение коротко",1,pos_cmd_text__18
эм у меня болит голова,0,neg_misc__31
мм останови будильник на 5 минут пожалуйста,1,pos_cmd_timer__04
… абзац коротко пожалуйста,1,pos_cmd_text__24
мм какая температура на улице пожалуйста,1,pos_q_weather__16
короче папа ты где?,0,neg_smalltalk_to_person__12
так петя как дела,0,neg_smalltalk_to_person__08
мм сестра закажи пиццу пожалуйста,0,neg_cmd_to_person__13
"так, короче, Лена, ты где?",0,neg_smalltalk_to_person__02
м маша объясни омашбу,0,neg_cmd_to_person__07
м оля поставь таймер,0,neg_cmd_to_person__06
"ээ, у меня болит голова",0,neg_statement_random__23
ээ м помоги разосратся с ошибкой в python пожалуйста,1,pos_help_tech__14
мрма наяомни мне завтра,0,neg_cmd_to_person__10
м ээ отмени напоминаниена завтра утром пожалуйста,1,pos_cmd_timer__29
м покажи будильник на 7 30,1,pos_mix__10
м какая погода завтра?,1,pos_q_weather__03
хм хм Маша ты где,0,neg_smalltalk_to_person__16
мм папа поставь чайник,0,neg_cmd_to_person__01
перефразируй описание простыми словами пожалуйста,1,pos_cmd_text__02
слушай Аня включи…,0,neg_cmd_to_person__04
"эм,Ваня, закройдверь",0,neg_cmd_to_person__18
"м, Надя, ты где?",0,neg_smalltalk_to_person__15
хм вчера было…,0,neg_statement_random__32
мм так папа пбрезвони позёе,0,neg_cmd_to_person__13
"брат, помоги с кодом",0,neg_cmd_to_person__03
так м перефразируй описание коротко,1,pos_cmd_text__19
надя закрой дверь,0,neg_cmd_to_person__00
эм короче какая погода сейчас?,1,pos_q_weather__27
кзкой прогноз…,1,pos_q_weather__13
переведи плейлист для работы,1,pos_mix__16
нужно ли таймер на 10 минут,1,pos_mix__18
слушай какой курс евро к доллару?,1,pos_q_info__18
так юереведи ошибк в коде,1,pos_mix__14
короче мм Надя сбрось ссылку,0,neg_cmd_to_person__07
слушай стоит ли заметку про идеи,1,pos_mix__17
… мм почему код падает пожалуйста,1,pos_help_tech__09
м переведи сообщение простыми словами,1,pos_cmd_text__25
мм мм Лена посмотри что там,0,neg_cmd_to_person__18
ээ запусти таймер в 7 30,1,pos_cmd_timer__05
слушай Дима что нового,0,neg_smalltalk_to_person__27
мм поставь плейлист для работы?,1,pos_cmd_media__19
"ну, хм удали короткое резюме текста.",1,pos_mix__19
мм запусти будильник на 1 час пожалуйста,1,pos_cmd_timer__04
мм почему как работает docker,1,pos_mix__04
бабушка выключи свет пожалуйста,0,neg_cmd_to_person__25
так мм окей.,0,neg_misc__27
слушай сестра ты скоро,0,neg_smalltalk_to_person__20
"ну, продолжай!",1,pos_dialog_control__05
слушай м поставь таймер на завтра утром пожалуйста,1,pos_cmd_timer__00
добавь таймер на 10 минут,1,pos_mix__17
стоит ли список покупок пожалуйста,1,pos_mix__16
"ээ коллега, ты где?",0,neg_smalltalk_to_person__02
ваня скинь файл пожалуйста,0,neg_cmd_to_person__16
ну эм у меня завтра много дел,0,neg_statement_random__35
ээ эм брат поставь таймер,0,neg_cmd_to_person__13
ээ так я люблю эту песню,0,neg_misc__26
ну мне пришло сообщение.,0,neg_statement_random__00
слушай ээ поставь трек на 30 процентов пожалуйста,1,pos_cmd_media__23
… как дела?,0,neg_smalltalk_to_person__26
игорь перезвони позже,0,neg_cmd_to_person__36
слушай мм я думаю взять выходной,0,neg_statement_random__36
так лена осмотр что там,0,neg_cmd_to_person__32
мм я закыл кючи дома,0,neg_misc__08
как настроить aec?,1,pos_help_tech__05
ээ я сегодня очень устал.,0,neg_statement_random__12
ээ мама поставь чайник,0,neg_cmd_to_person__27
так Надя сбрось ссылку,0,neg_cmd_to_person__35
вэключи трек на 30 процентв пожалуйста,1,pos_cmd_media__29
ну эм Петэ как дела,0,neg_smalltalk_to_person__37
эм какой курс евро к доллару пожалуйста,1,pos_q_info__29
хм папа закрой дверь пожалуйста,0,neg_cmd_to_person__19
мм слушай помоги разобраться с ошибкой в ython пожалуйвта,1,pos_help_tech__08
мм короче нет,0,neg_misc__37
короче ладно,0,neg_misc__31
слушай сколько сейчас времени?,1,pos_q_info__25
эм петя сбрось ссылку,0,neg_cmd_to_person__05
лена закажи пиццу,0,neg_cmd_to_person__21
сколькосейча времени,1,pos_q_info__17
сестра помоги с кодом,0,neg_cmd_to_person__30
маша ты где,0,neg_smalltalk_to_person__16
переведи будильник на 7 30,1,pos_mix__06
какая темпеатура нт улице.,1,pos_q_weather__15
м перефразируй сообщение!,1,pos_cmd_text__17
"… ваня, как дела?",0,neg_smalltalk_to_person__08
м оля открой окно,0,neg_cmd_to_person__06
ээ хм исправь письмо простыми словами пожалуйста,1,pos_cmd_text__25
слушай ясно,0,neg_misc__12
осъясни как работает vad пожалйста?,1,pos_help_tech__10
мам ты скоро,0,neg_smalltalk_to_person__04
"слушай, какой курс евро к доллару",1,pos_q_info__08
"Петя, перезвони позже",0,neg_cmd_to_person__02
"Саша, как дела?",0,neg_smalltalk_to_person__31
"слушай, мм папа, скинь файл",0,neg_cmd_to_person__30
… поставь напоминание на завтра утром,1,pos_cmd_timer__24
хм сократи этот текст официально пожалуйста,1,pos_cmd_text__26
"ну оля, как дела",0,neg_smalltalk_to_person__20
слушй какая йемпература на улице,1,pos_q_weather__18
мм добавь расписание на завтра пожалуйста,1,pos_mix__07
"ну, мм, исправь сообщение официально пожалуйста.",1,pos_cmd_text__23
м оля ты скоро?,0,neg_smalltalk_to_person__31
мам как дела,0,neg_smalltalk_to_person__27
… погромче пожалуйста,1,pos_cmd_media__26
"Игорь, как дела",0,neg_smalltalk_to_person__07
короче ээ в метро опять задержка,0,neg_misc__04
"м, переведи сообщение?",1,pos_cmd_text__16
"так, короче я думаю взять выходной в общем",0,neg_statement_random__16
"мм так, я читал статью про нейросети",0,neg_statement_random__25
шеф что ового,0,neg_smalltalk_to_person__22
м мм Надя скинь файл,0,neg_cmd_to_person__31
надя ты скоро,0,neg_smalltalk_to_person__03
короче м проверь описание по дружески,1,pos_cmd_text__27
хм переведи письмо…,1,pos_cmd_text__29
так включи список покупок.,1,pos_mix__05
убавь громкотть потие,1,pos_cmd_media__08
так ээ ладно,0,neg_misc__03
ну мм объясни как аботае vad.,1,pos_help_tech__11
ну эм отмена,1,pos_dialog_control__03
слушай почему код падает!,1,pos_help_tech__13
м слушай выключи громкость на 30 процентов пожалуйста,1,pos_cmd_media__16
останови таймер в 7 30,1,pos_cmd_timer__26
дед ты где?,0,neg_smalltalk_to_person__36
"так, объясни как работаеж va пожалуйста?",1,pos_help_tech__14
я забыл ключи дома,0,neg_statement_random__09
"хм, слушай в офисе сегодня шумно наверное.",0,neg_statement_random__33
лена закрой…,0,neg_cmd_to_person__23
слушай зачем что такое vad пожалуйста,1,pos_mix__08
м мм брат прибавь громкость,0,neg_cmd_to_person__01
короче переведи этот текст простыми словами!,1,pos_cmd_text__05
слушай Ваня что нового,0,neg_smalltalk_to_person__24
так эч сократи описане,1,pos_cmd_text__02
"хм, хм мам, ты скоро?",0,neg_smalltalk_to_person__27
короче у меня закончился кофе,0,neg_statement_random__27
мне надо позвонить другу в общем,0,neg_statement_random__17
эм брат скинь файл,0,neg_cmd_to_person__10
"так м, объясни как работает vad",1,pos_help_tech__02
"м, останови напоминание в 7 30",1,pos_cmd_timer__06
исправь сообщение простыми словами!,1,pos_cmd_text__16
перефразируй описание официально,1,pos_cmd_text__27
м я хочу спать,0,neg_statement_random__07
хм сколько будей 17 умножить на 23 пожалуйсти,1,pos_q_info__15
… молокои хлеб,0,neg_statement_random__03
короче отмена,1,pos_dialog_control__09
поставь трек погромче пожалуйста,1,pos_cmd_media__26
хм Маша что нового,0,neg_smalltalk_to_person__26
… вчера было холодно,0,neg_statement_random__21
"эм м Оля, открой окно пожалуйста",0,neg_cmd_to_person__37
ну петя что нового,0,neg_smalltalk_to_person__31
"слушай, в холодильнике почти ничего нет",0,neg_misc__32
поставь радио потише,1,pos_cmd_media__05
"короче, катя, включи свет",0,neg_cmd_to_person__31
так слушай я забыл ключи дома,0,neg_misc__20
"м, сократи абзац по дружески",1,pos_cmd_text__02
м хм Аня проверь почту,0,neg_cmd_to_person__36
мм слушай у меня завтра много дел,0,neg_statement_random__17
вметро опять задержкю,0,neg_misc__00
объясни как работает…,1,pos_help_tech__19
хм так ваня ты скоро,0,neg_smalltalk_to_person__11
у нас завтиа созвон,0,neg_statement_random__08
коллега открой окно пожалуйста,0,neg_cmd_to_person__06
исправь описание простыми словами,1,pos_cmd_text__15
"так, у меня закончился кофе",0,neg_misc__16
эм в офисе сегодня шумно,0,neg_misc__22
короче кажется начался дождь кажется,0,neg_statement_random__22
"м, перефразируй сообщение",1,pos_cmd_text__02
ваня ты жде,0,neg_smalltalk_to_person__32
мм сколько будет 17 умножить на 23!,1,pos_q_info__07
Лена открой окно пожалуйста,0,neg_cmd_to_person__27
сократи письмо,1,pos_cmd_text__11
Ваня поставь чайник пожалуйста,0,neg_cmd_to_person__17
создай радио!,1,pos_mix__05
ээ я сегодня очень устал в общем,0,neg_statement_random__34
"хм эм, перефразируй описание пожалуйста!",1,pos_cmd_text__03
ээ так маша как дела,0,neg_smalltalk_to_person__34
ээ какой прогноя на выходне,1,pos_q_weather__03
м окей,0,neg_misc__29
мм у меня болит голова,0,neg_misc__00
короче у меня закончился кофе кажется,0,neg_statement_random__17
"так маша, проверь почту",0,neg_cmd_to_person__28
брт проверь почту,0,neg_cmd_to_person__32
мм мне нравится этот фильм,0,neg_statement_random__13
так хм переведи письмо по дружески пожалуйста!,1,pos_cmd_text__02
эм коллега перезвони позже,0,neg_cmd_to_person__17
так дед как дела,0,neg_smalltalk_to_person__32
так сколько будет 17 умножить на 23,1,pos_q_info__11
"так хм игорь, выключи свет",0,neg_cmd_to_person__34
… я опаздываю на встречу,0,neg_misc__33
ну у меня завтра много дел в общем,0,neg_statement_random__31
мм ээ отмени будильник в 7 30,1,pos_cmd_timer__28
хм ваня скинь файл,0,neg_cmd_to_person__09
"ну ваня, помоги с кодом пожалуйста",0,neg_cmd_to_person__21
эм мне нужно закончить задачу,0,neg_misc__01
"петя, что нового",0,neg_smalltalk_to_person__22
отмени напоминание на 10 минут,1,pos_cmd_timer__00
поставь трек погромче.,1,pos_cmd_media__02
мм слушай вера бщло холодно,0,neg_statement_random__16
так м дед ты где,0,neg_smalltalk_to_person__27
эм выключи радио на 30 процентов пожалуйста,1,pos_cmd_media__07
слушай сколько сечас времееи,1,pos_q_info__06
ну отмени напоминание в 7 30,1,pos_cmd_timer__10
эм мм сократи сообщение,1,pos_cmd_text__15
"папа, поставь чайник",0,neg_cmd_to_person__19
м я хочу тпать,0,neg_misc__09
перефразируй этот текст официаьно пожалуйста,1,pos_cmd_text__13
… асончился кофе,0,neg_misc__15
я думаю взять выходной кажется,0,neg_statement_random__25
"короче, я опаздываю на встречу",0,neg_misc__13
ээ м останови таймер на 10 минут,1,pos_cmd_timer__13
так мм поставь радио для работы,1,pos_cmd_media__15
слушай надя ты скоро,0,neg_smalltalk_to_person__19
так мнепришло сопбщение.,0,neg_statement_random__02
что нового е ноостях,1,pos_q_info__03
в…,0,neg_statement_random__30
слушай ээ угу,0,neg_misc__32
хм эм я люблю эту песню наверное,0,neg_statement_random__29
эмслушай прзбавь радио потише,1,pos_cmd_media__16
дед закрой дверь,0,neg_cmd_to_person__19
короче эм какая погода сейчас,1,pos_q_weather__00
какой прогноз на выходные пожалуйста,1,pos_q_weather__00
короче хм да,0,neg_misc__07
ну бабушка…,0,neg_smalltalk_to_person__11
хм поставь будильник на 10 минут пожалуйста,1,pos_cmd_timer__17
"ну, сколько сейчас времени пожалуйста",1,pos_q_info__29
так поставь радио для работы,1,pos_cmd_media__28
"мм хм, у меня закончился кофе",0,neg_statement_random__27
хм у…,0,neg_misc__18
эм брат закажи пиццу,0,neg_cmd_to_person__09
ээ выключи радио потише,1,pos_cmd_media__01
Игорь посмотри что там,0,neg_cmd_to_person__20
"слдшай игорь, напомни мне завтра пожалуйсга",0,neg_cmd_to_person__01
"эм, сколько сейчас времени…",1,pos_q_info__06
слушай Катя закажи пиццу,0,neg_cmd_to_person__08
"слушай, коллега, ты где",0,neg_smalltalk_to_person__18
выключи громкость для работы пожалуйста?,1,pos_cmd_media__02
ну ну я читал статью про нейросети,0,neg_misc__08
